car_id,brand,model,year,price_lakh,fuel_type,car_type,engine_cc,horsepower,mileage_kmpl,cylinders,engine_type,engine_size,fuel_system,stroke,max_speed_kmph,peak_rpm,drive_wheel,door_number,engine_location,length_mm,width_mm,height_mm,wheelbase_mm,weight_kg,battery_capacity_kwh,range_km,transmission
597,Audi,A6,2026,18.7,Electric,Hatchback,0,89,0.0,0,DOHC,0.0,Battery,0.0,143,0,FWD,4,Front,4256,1646,1787,2350,1048,45,378,Manual
598,Volkswagen,Taigun,2020,23.2,Petrol,Sedan,1000,82,22.8,3,DOHC,1.0,MPFI,71.0,149,4064,RWD,4,Front,4406,1805,1865,2670,1546,,,Automatic
599,Honda,City,2025,45.0,CNG,Sedan,2000,171,18.5,6,DOHC,2.0,MPFI,76.9,183,5578,FWD,4,Front,4767,1875,1765,2617,958,,,Manual
600,Hyundai,i20,2019,24.6,Petrol,Hatchback,800,78,15.7,6,DOHC,0.8,MPFI,78.0,203,6209,AWD,5,Front,3912,1946,1879,2472,1797,,,Automatic
601,Mercedes-Benz,C-Class,2018,32.7,CNG,Hatchback,1500,115,23.2,3,DOHC,1.5,MPFI,71.5,183,5455,FWD,5,Front,3721,1888,1592,2322,1364,,,Automatic
602,Hyundai,Creta,2019,63.9,CNG,Hatchback,3000,243,24.2,3,DOHC,3.0,MPFI,93.4,123,5033,RWD,4,Front,4526,1810,1783,2719,1520,,,Manual
603,Audi,A6,2023,56.3,CNG,SUV,3000,228,16.9,3,DOHC,3.0,MPFI,80.6,195,4240,RWD,5,Front,4762,1987,1568,2963,1344,,,Automatic
604,Tata,Punch,2024,52.3,Diesel,Sedan,3000,184,16.8,3,DOHC,3.0,MPFI,98.3,216,6015,RWD,5,Front,4784,1659,1706,2967,1853,,,Automatic
605,BMW,X1,2022,31.5,Diesel,Sedan,1500,97,12.7,4,DOHC,1.5,MPFI,75.3,200,5515,AWD,5,Front,4900,1637,1582,2557,1280,,,Manual
606,Audi,A6,2023,20.0,Petrol,Sedan,800,61,20.1,4,DOHC,0.8,MPFI,89.8,126,4994,AWD,5,Front,3562,1502,1655,2569,1600,,,Automatic
607,Skoda,Slavia,2017,30.7,Diesel,SUV,1200,98,13.6,3,DOHC,1.2,MPFI,93.0,148,4357,FWD,4,Front,3681,1638,1811,2638,2068,,,Automatic
608,Kia,Seltos,2020,20.0,Diesel,Hatchback,800,69,13.3,4,DOHC,0.8,MPFI,84.8,192,5564,FWD,4,Front,3504,1558,1634,2641,1672,,,Manual
609,MG,Hector,2017,68.0,Diesel,Hatchback,3000,286,18.2,3,DOHC,3.0,MPFI,81.9,181,6465,FWD,4,Front,4395,1502,1896,2814,1744,,,Automatic
610,Audi,A6,2021,20.4,Diesel,SUV,800,66,14.3,3,DOHC,0.8,MPFI,81.8,221,5345,RWD,4,Front,3943,2000,1801,2967,1810,,,Manual
611,Mahindra,Scorpio,2022,20.3,CNG,SUV,800,78,19.1,4,DOHC,0.8,MPFI,76.7,219,4428,RWD,5,Front,3908,1694,1713,2694,1222,,,Manual
612,Mercedes-Benz,C-Class,2024,29.6,Electric,Hatchback,0,238,0.0,0,DOHC,0.0,Battery,0.0,245,0,FWD,4,Front,4874,1733,1514,2529,1073,69,206,Automatic
613,Mercedes-Benz,C-Class,2019,32.0,Diesel,SUV,1500,90,13.4,4,DOHC,1.5,MPFI,79.1,183,4556,AWD,5,Front,4914,1756,1667,2948,1116,,,Manual
614,Maruti Suzuki,Swift,2025,33.4,Petrol,Sedan,1500,99,12.7,4,DOHC,1.5,MPFI,78.3,133,4805,AWD,5,Front,4716,1581,1720,2884,1170,,,Manual
615,MG,Hector,2021,32.6,Petrol,Hatchback,1200,110,18.9,6,DOHC,1.2,MPFI,89.0,175,5867,RWD,5,Front,3898,1706,1747,2876,1151,,,Automatic
616,Maruti Suzuki,Swift,2024,17.7,CNG,Sedan,800,72,15.5,6,DOHC,0.8,MPFI,80.6,130,4478,AWD,4,Front,4024,1850,1796,2934,1788,,,Manual
617,Mahindra,XUV700,2019,19.2,Electric,Sedan,0,159,0.0,0,DOHC,0.0,Battery,0.0,212,0,FWD,5,Front,4544,1820,1706,2544,1882,25,377,Automatic
618,Maruti Suzuki,Alto,2018,21.1,CNG,Hatchback,800,50,22.3,6,DOHC,0.8,MPFI,96.1,160,4553,RWD,5,Front,4773,1598,1675,2842,2071,,,Manual
619,Tata,Punch,2026,20.5,Electric,Hatchback,0,154,0.0,0,DOHC,0.0,Battery,0.0,186,0,AWD,4,Front,3850,1777,1806,2333,1513,25,496,Manual
620,Volkswagen,Taigun,2025,56.8,CNG,Sedan,3000,180,20.1,4,DOHC,3.0,MPFI,89.4,243,4356,RWD,4,Front,3555,1682,1427,2536,1228,,,Manual
621,Hyundai,i20,2020,27.0,Diesel,SUV,1000,82,12.1,6,DOHC,1.0,MPFI,72.5,216,5708,FWD,4,Front,3717,1684,1556,2579,1127,,,Automatic
622,Tata,Punch,2017,33.8,CNG,SUV,1500,114,22.9,4,DOHC,1.5,MPFI,98.1,181,6401,FWD,4,Front,3681,1517,1816,2501,1443,,,Manual
623,Maruti Suzuki,Alto,2023,29.0,Electric,SUV,0,220,0.0,0,DOHC,0.0,Battery,0.0,200,0,AWD,4,Front,3735,1748,1704,2455,1340,28,210,Automatic
624,Mahindra,XUV700,2024,41.5,Petrol,SUV,2000,176,13.3,6,DOHC,2.0,MPFI,74.2,136,4751,AWD,4,Front,4689,1794,1406,2366,1549,,,Manual
625,Volkswagen,Taigun,2023,26.3,CNG,SUV,1000,87,16.9,3,DOHC,1.0,MPFI,89.4,131,4143,RWD,4,Front,3657,1753,1607,2456,1205,,,Automatic
626,Tata,Nexon,2018,39.2,Petrol,Hatchback,2000,140,13.5,3,DOHC,2.0,MPFI,91.9,192,5000,FWD,5,Front,3525,1547,1421,2479,1793,,,Manual
627,Audi,A6,2026,19.8,Petrol,Hatchback,800,63,14.6,6,DOHC,0.8,MPFI,89.1,188,5267,AWD,4,Front,4921,1837,1558,2646,1251,,,Automatic
628,Mercedes-Benz,C-Class,2019,32.9,CNG,Sedan,1500,101,20.7,3,DOHC,1.5,MPFI,75.9,193,5836,RWD,5,Front,4097,1932,1697,2864,1283,,,Manual
629,Kia,Seltos,2026,14.8,Electric,Sedan,0,105,0.0,0,DOHC,0.0,Battery,0.0,206,0,FWD,5,Front,4714,1698,1785,2745,1610,39,371,Manual
630,Mahindra,Scorpio,2026,31.4,CNG,SUV,1500,108,15.2,4,DOHC,1.5,MPFI,98.2,213,4477,RWD,5,Front,3795,1516,1758,2727,1491,,,Manual
631,Hyundai,Creta,2023,33.2,Electric,Hatchback,0,246,0.0,0,DOHC,0.0,Battery,0.0,241,0,AWD,5,Front,3517,1995,1797,2861,1157,75,243,Manual
632,Tata,Nexon,2024,18.0,CNG,Hatchback,800,54,23.6,6,DOHC,0.8,MPFI,71.8,141,5757,RWD,5,Front,3668,1628,1506,2431,1819,,,Manual
633,Maruti Suzuki,Alto,2021,22.0,Electric,SUV,0,176,0.0,0,DOHC,0.0,Battery,0.0,245,0,AWD,4,Front,3771,1695,1707,2593,2103,28,340,Automatic
634,Hyundai,i20,2020,17.2,Electric,Hatchback,0,98,0.0,0,DOHC,0.0,Battery,0.0,162,0,AWD,4,Front,3931,1841,1599,2425,1729,44,288,Manual
635,Toyota,Fortuner,2025,32.7,Electric,Hatchback,0,248,0.0,0,DOHC,0.0,Battery,0.0,204,0,RWD,5,Front,4399,1539,1882,2997,1672,66,287,Automatic
636,Hyundai,Creta,2023,42.5,Petrol,Sedan,2000,171,13.3,6,DOHC,2.0,MPFI,99.3,209,5785,AWD,5,Front,3700,1849,1620,2778,2059,,,Automatic
637,Hyundai,Creta,2018,30.5,Diesel,Hatchback,1200,110,24.3,4,DOHC,1.2,MPFI,99.8,162,6168,AWD,4,Front,4233,1888,1770,2692,1598,,,Manual
638,Kia,Seltos,2017,23.4,Diesel,SUV,800,66,13.8,3,DOHC,0.8,MPFI,89.1,223,4464,RWD,5,Front,4897,1607,1880,2670,1753,,,Automatic
639,Toyota,Fortuner,2021,23.6,Diesel,Hatchback,1200,83,25.0,4,DOHC,1.2,MPFI,73.6,164,4819,FWD,4,Front,4265,1982,1820,2530,2136,,,Automatic
640,Hyundai,Creta,2024,24.9,Electric,SUV,0,189,0.0,0,DOHC,0.0,Battery,0.0,225,0,FWD,5,Front,4095,1985,1523,2953,1023,44,384,Automatic
641,Tata,Nexon,2023,31.6,CNG,Hatchback,1500,136,15.0,4,DOHC,1.5,MPFI,100.0,222,5715,FWD,4,Front,3543,1674,1644,2447,1368,,,Manual
642,Audi,A6,2019,53.7,Diesel,SUV,3000,207,22.3,6,DOHC,3.0,MPFI,95.4,190,5183,FWD,4,Front,4009,1649,1731,2897,833,,,Automatic
643,Mahindra,Scorpio,2024,22.0,Petrol,Hatchback,1200,80,12.9,3,DOHC,1.2,MPFI,89.1,195,4351,FWD,5,Front,4713,1553,1649,2517,2004,,,Automatic
644,Mahindra,Scorpio,2025,21.5,Petrol,SUV,800,58,23.5,3,DOHC,0.8,MPFI,94.8,241,4564,AWD,5,Front,4404,1698,1585,2305,1384,,,Automatic
645,Honda,City,2019,27.5,CNG,Hatchback,1200,86,17.9,4,DOHC,1.2,MPFI,95.2,159,4455,FWD,4,Front,3860,1843,1873,2371,836,,,Automatic
646,Hyundai,Creta,2019,21.3,Diesel,Hatchback,800,66,24.7,4,DOHC,0.8,MPFI,92.1,208,5228,FWD,5,Front,3696,1757,1434,2698,1613,,,Automatic
647,Tata,Nexon,2021,28.9,Electric,Hatchback,0,201,0.0,0,DOHC,0.0,Battery,0.0,192,0,FWD,5,Front,3639,1689,1699,2661,817,30,436,Manual
648,Skoda,Slavia,2022,30.2,Electric,Sedan,0,228,0.0,0,DOHC,0.0,Battery,0.0,145,0,FWD,5,Front,4087,1525,1639,2642,1525,60,261,Manual
649,Volkswagen,Taigun,2026,62.2,CNG,SUV,3000,251,24.8,6,DOHC,3.0,MPFI,71.8,126,5106,AWD,5,Front,3564,1824,1737,2620,1906,,,Manual
650,Hyundai,i20,2018,17.8,Electric,Hatchback,0,125,0.0,0,DOHC,0.0,Battery,0.0,159,0,RWD,4,Front,4248,1901,1774,2783,1436,50,394,Automatic
651,Volkswagen,Taigun,2025,68.3,Petrol,SUV,3000,284,12.1,3,DOHC,3.0,MPFI,86.4,238,6105,AWD,4,Front,4498,1883,1781,2739,2005,,,Manual
652,Honda,City,2021,48.5,Diesel,Hatchback,2000,187,14.1,4,DOHC,2.0,MPFI,83.3,220,5560,FWD,5,Front,3634,1679,1885,2732,1031,,,Manual
653,Tata,Punch,2024,24.0,Petrol,Hatchback,1200,95,23.2,3,DOHC,1.2,MPFI,95.8,219,6344,AWD,4,Front,4417,1968,1700,2512,1866,,,Automatic
654,Audi,A6,2020,21.0,CNG,Hatchback,800,74,13.3,4,DOHC,0.8,MPFI,97.2,170,5308,AWD,5,Front,4459,1615,1669,2821,2179,,,Automatic
655,Toyota,Fortuner,2020,25.7,Diesel,SUV,1000,65,23.3,6,DOHC,1.0,MPFI,75.4,244,5963,AWD,5,Front,4270,1924,1458,2439,840,,,Automatic
656,Hyundai,i20,2023,22.9,CNG,SUV,1000,80,12.8,6,DOHC,1.0,MPFI,71.5,124,4375,FWD,4,Front,4307,1966,1512,2994,1784,,,Manual
657,Hyundai,i20,2022,25.5,Petrol,Hatchback,800,79,22.6,6,DOHC,0.8,MPFI,80.5,166,5409,RWD,4,Front,3648,1640,1800,2668,1547,,,Manual
658,Maruti Suzuki,Alto,2022,17.8,Electric,Hatchback,0,148,0.0,0,DOHC,0.0,Battery,0.0,220,0,RWD,4,Front,4649,1891,1601,2545,1495,71,437,Manual
659,Volkswagen,Taigun,2020,18.6,Petrol,Sedan,800,64,17.1,4,DOHC,0.8,MPFI,84.9,189,6439,FWD,5,Front,4458,1627,1543,2683,1850,,,Manual
660,Volkswagen,Taigun,2017,15.8,Electric,SUV,0,87,0.0,0,DOHC,0.0,Battery,0.0,158,0,RWD,4,Front,4674,1741,1635,2874,2019,20,406,Manual
661,Mercedes-Benz,C-Class,2025,32.5,CNG,Hatchback,1200,115,19.5,6,DOHC,1.2,MPFI,84.2,161,5947,FWD,4,Front,4851,1809,1490,2329,1072,,,Automatic
662,Tata,Nexon,2019,25.8,Electric,SUV,0,173,0.0,0,DOHC,0.0,Battery,0.0,160,0,RWD,5,Front,3677,1760,1519,2385,2042,56,304,Automatic
663,Mercedes-Benz,C-Class,2025,29.6,Diesel,SUV,1200,115,22.0,6,DOHC,1.2,MPFI,92.4,171,5561,RWD,4,Front,4589,1718,1555,2718,945,,,Manual
664,Tata,Punch,2022,21.3,Electric,SUV,0,190,0.0,0,DOHC,0.0,Battery,0.0,206,0,AWD,5,Front,3538,1554,1768,2931,919,54,488,Automatic
665,Skoda,Slavia,2022,56.3,Diesel,Sedan,3000,184,21.9,6,DOHC,3.0,MPFI,70.5,199,4824,RWD,5,Front,3813,1937,1426,2936,1031,,,Automatic
666,Hyundai,i20,2018,44.9,Petrol,Sedan,2000,177,21.7,6,DOHC,2.0,MPFI,85.7,184,4782,RWD,5,Front,3709,1869,1507,2468,1118,,,Manual
667,Honda,City,2018,52.8,Diesel,Hatchback,3000,195,19.8,6,DOHC,3.0,MPFI,82.6,174,4369,FWD,4,Front,4980,1659,1754,2354,1101,,,Manual
668,Hyundai,Creta,2020,24.8,Diesel,Sedan,1200,82,20.1,4,DOHC,1.2,MPFI,81.0,222,5525,RWD,5,Front,4328,1624,1845,2493,1249,,,Automatic
669,Maruti Suzuki,Swift,2022,26.5,Electric,Hatchback,0,183,0.0,0,DOHC,0.0,Battery,0.0,149,0,FWD,4,Front,4594,1611,1677,2759,1784,80,228,Automatic
670,Hyundai,Creta,2026,39.8,Petrol,Sedan,2000,158,24.7,3,DOHC,2.0,MPFI,78.6,137,4106,AWD,4,Front,3859,1711,1896,2948,1009,,,Automatic
671,Maruti Suzuki,Swift,2018,16.3,Electric,Sedan,0,128,0.0,0,DOHC,0.0,Battery,0.0,248,0,RWD,4,Front,4970,1618,1731,2700,1102,24,372,Manual
672,Tata,Nexon,2026,18.1,Electric,Hatchback,0,108,0.0,0,DOHC,0.0,Battery,0.0,198,0,FWD,4,Front,3707,1669,1614,2372,942,41,406,Manual
673,Volkswagen,Taigun,2023,37.9,Diesel,SUV,2000,126,13.7,4,DOHC,2.0,MPFI,96.1,224,4360,RWD,4,Front,4639,1980,1569,2762,1642,,,Manual
674,Tata,Punch,2022,22.3,Electric,SUV,0,192,0.0,0,DOHC,0.0,Battery,0.0,197,0,AWD,5,Front,4049,1651,1491,2699,1262,48,421,Automatic
675,Tata,Punch,2020,26.8,Petrol,SUV,1200,108,19.1,4,DOHC,1.2,MPFI,91.0,193,6014,AWD,4,Front,4244,1909,1684,2948,1505,,,Automatic
676,Toyota,Fortuner,2024,26.8,Petrol,SUV,1000,77,18.1,3,DOHC,1.0,MPFI,91.1,221,5556,FWD,5,Front,3890,1766,1862,2683,1274,,,Manual
677,Audi,A6,2026,18.5,Electric,Hatchback,0,111,0.0,0,DOHC,0.0,Battery,0.0,215,0,FWD,5,Front,4081,1740,1771,2993,1593,20,414,Manual
678,Mercedes-Benz,C-Class,2024,46.7,Diesel,Sedan,2000,182,21.4,6,DOHC,2.0,MPFI,83.9,180,5069,FWD,4,Front,3702,1988,1762,2883,2036,,,Manual
679,Hyundai,Creta,2022,27.1,Diesel,Sedan,1200,99,21.0,6,DOHC,1.2,MPFI,98.2,130,4166,AWD,4,Front,3669,1727,1720,2323,1900,,,Automatic
680,Maruti Suzuki,Swift,2023,58.1,Diesel,Sedan,3000,229,20.7,4,DOHC,3.0,MPFI,94.3,130,4376,AWD,4,Front,4258,1978,1464,2734,1616,,,Manual
681,Volkswagen,Taigun,2020,28.8,Electric,Sedan,0,246,0.0,0,DOHC,0.0,Battery,0.0,171,0,AWD,4,Front,3720,1757,1560,2940,1427,80,438,Manual
682,Tata,Nexon,2020,18.5,CNG,Sedan,800,53,14.5,3,DOHC,0.8,MPFI,96.9,218,6123,FWD,4,Front,3979,1739,1476,2422,1168,,,Automatic
683,Hyundai,Creta,2017,39.1,Diesel,Hatchback,2000,164,19.4,4,DOHC,2.0,MPFI,70.7,212,4749,RWD,4,Front,3947,1663,1801,2900,951,,,Automatic
684,Volkswagen,Taigun,2026,22.4,Electric,Hatchback,0,125,0.0,0,DOHC,0.0,Battery,0.0,133,0,AWD,4,Front,4988,1571,1432,3000,803,55,263,Automatic
685,Skoda,Slavia,2021,13.4,Electric,SUV,0,85,0.0,0,DOHC,0.0,Battery,0.0,250,0,FWD,5,Front,4146,1603,1833,2330,1460,58,481,Automatic
686,Volkswagen,Taigun,2021,24.7,Diesel,Sedan,1000,66,22.9,6,DOHC,1.0,MPFI,83.7,196,4399,FWD,4,Front,4044,1822,1831,2967,895,,,Automatic
687,Audi,A6,2017,43.5,CNG,Sedan,2000,144,15.5,6,DOHC,2.0,MPFI,74.2,199,4181,AWD,4,Front,4918,1693,1765,2553,1998,,,Manual
688,MG,Hector,2026,64.6,Diesel,SUV,3000,292,15.3,3,DOHC,3.0,MPFI,93.1,146,4281,FWD,4,Front,3547,1603,1587,2455,1117,,,Manual
689,Toyota,Fortuner,2019,13.6,Electric,SUV,0,85,0.0,0,DOHC,0.0,Battery,0.0,120,0,FWD,4,Front,4643,1520,1852,2345,1750,54,466,Manual
690,Hyundai,i20,2025,23.0,Diesel,Sedan,1000,94,19.4,4,DOHC,1.0,MPFI,90.5,181,4176,FWD,4,Front,4284,1584,1496,2818,824,,,Manual
691,Kia,Seltos,2026,27.4,Electric,Hatchback,0,210,0.0,0,DOHC,0.0,Battery,0.0,174,0,AWD,4,Front,4995,1741,1422,2605,867,73,345,Manual
692,Hyundai,Creta,2026,25.8,Petrol,SUV,1200,90,15.8,6,DOHC,1.2,MPFI,95.4,160,4368,FWD,5,Front,4907,1953,1560,2543,1520,,,Manual
693,Skoda,Slavia,2023,14.9,Electric,Hatchback,0,116,0.0,0,DOHC,0.0,Battery,0.0,136,0,AWD,4,Front,4453,1589,1469,2563,1382,24,459,Automatic
694,Kia,Seltos,2022,18.2,CNG,SUV,800,79,17.9,3,DOHC,0.8,MPFI,85.2,248,6179,FWD,5,Front,4634,1741,1488,2862,898,,,Automatic
695,Volkswagen,Taigun,2023,19.8,Diesel,SUV,800,48,13.3,4,DOHC,0.8,MPFI,78.5,183,4833,FWD,4,Front,4416,1955,1729,2708,1445,,,Manual
696,Tata,Nexon,2019,30.7,Electric,Hatchback,0,211,0.0,0,DOHC,0.0,Battery,0.0,167,0,AWD,4,Front,3618,1927,1754,2513,2200,25,476,Manual
697,BMW,X1,2018,32.0,Diesel,Sedan,1200,113,24.6,4,DOHC,1.2,MPFI,85.8,237,6034,AWD,5,Front,4259,1591,1536,2584,1432,,,Automatic
698,Honda,City,2025,30.0,CNG,SUV,1200,119,19.5,4,DOHC,1.2,MPFI,96.9,165,5592,AWD,4,Front,4592,1556,1450,2764,2034,,,Automatic
699,Tata,Punch,2025,27.4,Diesel,SUV,1200,94,18.9,3,DOHC,1.2,MPFI,99.8,193,5658,FWD,4,Front,4466,1589,1683,2333,1992,,,Automatic
700,Hyundai,Creta,2019,36.8,Petrol,Sedan,1500,131,17.1,6,DOHC,1.5,MPFI,85.3,149,5667,AWD,5,Front,4160,1569,1439,2606,1088,,,Manual
